Sitename: Kendall Grassland Arizona USA
Location: Latitude: 31.7365  Longitude: -109.9419  Elevation (masl): 1531
Principal investigator: Russell Scott
Ecosystem type: GRA Grasslands
File creation date: 05APR2013
Data Policy -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data. 
In addition when publishing please acknowledge the agency that supported the research. --
File Origin - This file was created at Oak Ridge National Laboratory by the AmeriFlux and FLUXNET data management groups.
These groups are supported by the U.S. Department of Energy and National Aeronautics and Space Administration. 
This standardized file is identical in format to other standardized files provided here with a goal of aiding intersite comparisons  multi-site syntheses and modeling activities. 
Questions about these standardized files should be addressed to Tom Boden (bodenta@ornl.gov) .
YEAR, GAP, DTIME, DOY, HRMIN, UST, TA, WD, WS, NEE, FC, SFC, H, SH, LE, SLE, FG, TS1, TSdepth1, TS2, TSdepth2, PREC, RH, PRESS, CO2, VPD, SWC1, SWC2, Rn, PAR, Rg, Rgdif, PARout, RgOut, Rgl, RglOut, H2O, RE, GPP, CO2top, CO2height, APAR, PARdif, APARpct, ZL
2004,0,347.72917,347,1730,0.123,18.632,343.133,2.967,-9999,0.071,-9999,-5.686,-6999,2.401,-6999,-53.878,13.855,5,14.894,15,0,22.988,85.242,365.674,1.653,6.67,7,-101.512,15.06,6.603,-6999,3.635,7.247,283.74,384.608,5.789,-6999,-6999,365.674,3.2,-6999,-6999,-6999,-6999
2004,0,347.75000,347,1800,0.152,17.324,64.435,1.752,-9999,-0.093,-9999,-9.969,-6999,2.389,-6999,-68.415,12.97,5,14.967,15,0,26.447,85.261,365.617,1.455,6,7,-101.199,-0.71,-4.109,-6999,0.31,2.587,280.841,375.344,6.145,-6999,-6999,365.617,3.2,-6999,-6999,-6999,-6999
2004,0,347.77083,347,1830,0.077,17.711,66.025,1.319,-9999,0.057,-9999,-7.837,-6999,5.474,-6999,-64.366,12.209,5,14.912,15,0,25.931,85.273,365.753,1.501,6,7,-97.717,-0.715,-3.73,-6999,0.4,3.018,280.562,371.532,6.171,-6999,-6999,365.753,3.2,-6999,-6999,-6999,-6999
2004,0,347.79167,347,1900,0.06,17.303,93.613,1.846,-9999,-0.031,-9999,0.967,-6999,0.562,-6999,-61.121,11.542,5,14.769,15,0,26.679,85.296,365.626,1.448,6,7,-94.548,-0.65,-2.882,-6999,0.45,3.635,279.147,367.178,6.184,-6999,-6999,365.626,3.2,-6999,-6999,-6999,-6999
2004,0,347.81250,347,1930,0.069,17.574,96.183,1.188,-9999,-0.038,-9999,-1.01,-6999,-0.281,-6999,-54.106,10.947,5,14.559,15,0,25.559,85.318,365.468,1.496,6,7,-93.72,-0.725,-2.95,-6999,0.37,3.713,279.168,366.225,6.015,-6999,-6999,365.468,3.2,-6999,-6999,-6999,-6999
2004,0,347.83333,347,2000,0.062,17.297,120.884,0.948,-9999,-0.052,-9999,-2.688,-6999,-0.475,-6999,-52.574,10.427,5,14.307,15,0,25.883,85.327,365.606,1.463,6,6.67,-92.005,-0.76,-2.779,-6999,0.34,4.245,277.473,362.455,5.998,-6999,-6999,365.606,3.2,-6999,-6999,-6999,-6999
2004,0,347.85417,347,2030,0.074,16.813,96.362,1.958,-9999,0.005,-9999,-1.796,-6999,-0.36,-6999,-49.705,9.967,5,14.022,15,0,26.36,85.334,365.622,1.41,6,6.67,-90.598,-0.495,-2.577,-6999,0.7,3.436,276.484,361.07,5.92,-6999,-6999,365.622,3.2,-6999,-6999,-6999,-6999
2004,0,347.87500,347,2100,0.079,16.98,99.285,2.472,-9999,0.005,-9999,-5.056,-6999,-0.022,-6999,-44.318,9.554,5,13.73,15,0,25.933,85.35,365.583,1.433,5.67,6.5,-88.971,-0.53,-2.784,-6999,0.7,2.911,276.72,359.997,5.876,-6999,-6999,365.583,3.2,-6999,-6999,-6999,-6999
2004,0,347.89583,347,2130,0.093,16.983,102.747,2.285,-9999,0.021,-9999,-5.09,-6999,-0.433,-6999,-41.697,9.184,5,13.43,15,0,25.86,85.364,365.726,1.435,5.67,7,-87.606,-0.535,-2.392,-6999,0.6,3.13,276.554,358.638,5.864,-6999,-6999,365.726,3.2,-6999,-6999,-6999,-6999
2004,0,347.91667,347,2200,0.058,16.62,100.542,2.614,-9999,0.012,-9999,-4.742,-6999,-0.037,-6999,-39.43,8.839,5,13.122,15,0,26.42,85.376,365.666,1.392,5.5,6.83,-86.487,-0.67,-2.99,-6999,0.52,2.441,276.393,357.449,5.853,-6999,-6999,365.666,3.2,-6999,-6999,-6999,-6999
2004,0,347.93750,347,2230,0.068,16.581,97.65,2.458,-9999,0.062,-9999,-6.183,-6999,0.895,-6999,-36.955,8.537,5,12.83,15,0,26.391,85.39,365.761,1.389,5.17,6.67,-86.03,-0.67,-2.956,-6999,0.42,2.576,276.191,356.689,5.832,-6999,-6999,365.761,3.2,-6999,-6999,-6999,-6999
2004,0,347.95833,347,2300,0.065,15.887,102.85,2.454,-9999,0.037,-9999,-5.346,-6999,0.272,-6999,-36.934,8.25,5,12.54,15,0,27.219,85.4,365.812,1.314,5,6.5,-84.9,-0.7,-2.811,-6999,0.44,2.5,274.092,353.681,5.759,-6999,-6999,365.812,3.2,-6999,-6999,-6999,-6999
2004,0,347.97917,347,2330,0.111,15.721,105.396,1.867,-9999,0.035,-9999,3.329,-6999,1.37,-6999,-38.892,7.959,5,12.25,15,0,26.933,85.404,365.729,1.305,5,6.5,-83.977,-0.755,-2.448,-6999,0.25,3.16,273.302,351.671,5.627,-6999,-6999,365.729,3.2,-6999,-6999,-6999,-6999
2004,0,348.00000,348,000,0.071,15.618,109.099,1.194,-9999,-0.022,-9999,2.297,-6999,-0.973,-6999,-40.56,7.675,5,11.965,15,0,26.591,85.402,365.619,1.302,5,6.33,-83.547,-0.88,-2.37,-6999,0.08,3.666,272.886,350.398,5.52,-6999,-6999,365.619,3.2,-6999,-6999,-6999,-6999
2004,0,348.02083,348,030,0.074,15.219,327.745,0.227,-9999,0.139,-9999,-8.96,-6999,1.135,-6999,-42.267,7.402,5,11.7,15,0,27.177,85.41,365.609,1.259,5,6.33,-82.178,-0.875,-2.466,-6999,0.145,3.81,272.057,347.959,5.505,-6999,-6999,365.609,3.2,-6999,-6999,-6999,-6999
2004,0,348.04167,348,100,0.085,14.68,8.046,1.38,-9999,-0.002,-9999,-1.447,-6999,0.889,-6999,-42.851,7.132,5,11.432,15,0,28.621,85.402,365.771,1.192,5,6.33,-82.618,-0.86,-1.045,-6999,0.47,4.413,271.038,348.199,5.619,-6999,-6999,365.771,3.2,-6999,-6999,-6999,-6999
2004,0,348.06250,348,130,0.064,14.981,31.987,1.302,-9999,-0.029,-9999,-2.802,-6999,2.784,-6999,-37.325,6.902,5,11.177,15,0,27.855,85.389,365.673,1.229,5,6.17,-82.418,-0.825,-2.346,-6999,0.33,3.354,270.859,347.577,5.563,-6999,-6999,365.673,3.2,-6999,-6999,-6999,-6999
2004,-1,348.08333,348,200,0.037,15.343,44.128,0.774,-9999,-9999,-9999,-9999,-6999,-9999,-6999,-35.31,6.677,5,10.932,15,0,26.921,85.383,365.883,1.274,5,6,-82.146,-0.84,-2.06,-6999,0.18,3.936,271.361,347.511,5.498,-6999,-6999,365.883,3.2,-6999,-6999,-6999,-6999
2004,0,348.10417,348,230,0.049,15.654,65.882,1.305,-9999,-0.047,-9999,-0.684,-6999,-0.203,-6999,-34.181,6.462,5,10.685,15,0,26.271,85.376,365.802,1.311,5,6,-80.207,-0.87,-2.595,-6999,0.315,2.811,272.28,347.081,5.465,-6999,-6999,365.802,3.2,-6999,-6999,-6999,-6999
2004,0,348.12500,348,300,0.069,15.721,82.738,1.588,-9999,-0.009,-9999,-1.547,-6999,-0.27,-6999,-31.343,6.274,5,10.445,15,0,26.249,85.371,365.756,1.317,5,6,-80.917,-0.84,-2.536,-6999,0.39,2.69,271.937,347.628,5.489,-6999,-6999,365.756,3.2,-6999,-6999,-6999,-6999
2004,0,348.14583,348,330,0.067,14.025,109.39,2.455,-9999,0.025,-9999,-7.205,-6999,0.656,-6999,-29.347,6.097,5,10.205,15,0,29.972,85.36,366.224,1.121,5,6,-81.521,-0.835,-3.437,-6999,0.445,1.663,267.745,344.167,5.675,-6999,-6999,366.224,3.2,-6999,-6999,-6999,-6999
2004,0,348.16667,348,400,0.084,13.019,109.615,2.881,-9999,0.039,-9999,-6.643,-6999,1.551,-6999,-31.469,5.895,5,9.965,15,0,32.804,85.354,366.027,1.008,5,6,-81.957,-0.85,-2.946,-6999,0.52,2,265.947,342.958,5.854,-6999,-6999,366.027,3.2,-6999,-6999,-6999,-6999
2004,0,348.18750,348,430,0.084,12.973,108.754,2.643,-9999,-0.004,-9999,-6.61,-6999,0.505,-6999,-29.75,5.69,5,9.742,15,0,33.244,85.348,365.896,0.998,5,6,-81.922,-0.86,-2.707,-6999,0.31,2.222,264.603,341.596,5.916,-6999,-6999,365.896,3.2,-6999,-6999,-6999,-6999
2004,0,348.20833,348,500,0.056,13.034,112.58,2.556,-9999,-0.004,-9999,-3.674,-6999,-0.393,-6999,-33.391,5.495,5,9.515,15,0,32.891,85.345,365.873,1.007,5,6,-81.252,-0.87,-2.304,-6999,0.07,2.614,263.889,340.223,5.872,-6999,-6999,365.873,3.2,-6999,-6999,-6999,-6999
2004,0,348.22917,348,530,0.065,13.595,97.024,2.608,-9999,-0.009,-9999,-4.826,-6999,0.034,-6999,-30.188,5.307,5,9.3,15,0,31.749,85.352,365.597,1.063,5,6,-81.225,-0.87,-2.152,-6999,0.02,2.757,265.576,341.894,5.86,-6999,-6999,365.597,3.2,-6999,-6999,-6999,-6999
2004,0,348.25000,348,600,0.047,13.885,92.679,2.71,-9999,0.007,-9999,-2.417,-6999,-0.334,-6999,-26.882,5.17,5,9.095,15,0,30.6,85.378,365.835,1.101,4.83,6,-80.455,-0.87,-2.705,-6999,0.01,2.266,266.258,341.742,5.738,-6999,-6999,365.835,3.2,-6999,-6999,-6999,-6999
2004,0,348.27083,348,630,0.119,12.68,92.324,3.563,-9999,0.125,-9999,-17.032,-6999,4.122,-6999,-25.93,5.072,5,8.9,15,0,33.751,85.401,366.015,0.972,5,6,-81.118,-0.87,-3.151,-6999,0.03,1.528,264.425,340.864,5.896,-6999,-6999,366.015,3.2,-6999,-6999,-6999,-6999
2004,0,348.29167,348,700,0.137,11.862,97.054,4.334,-9999,-0.063,-9999,1.557,-6999,6.264,-6999,-24.495,4.96,5,8.707,15,0,38.028,85.425,365.974,0.861,5,6,-80.855,-0.16,-2.898,-6999,0.34,1.402,262.674,339.23,6.211,-6999,-6999,365.974,3.2,-6999,-6999,-6999,-6999
2004,0,348.31250,348,730,0.083,12.108,100.606,4.657,-9999,0.11,-9999,-3.174,-6999,-1.148,-6999,-24.919,4.859,5,8.515,15,0,38.909,85.458,365.664,0.863,4.83,6,-72.559,46.705,10.389,-6999,7.375,6.859,262.42,338.51,6.439,-6999,-6999,365.664,3.2,-6999,-6999,-6999,-6999
2004,0,348.33333,348,800,0.037,12.394,104.209,4.553,-9999,0.057,-9999,-6.367,-6999,1.753,-6999,-15.191,4.772,5,8.329,15,0,40.582,85.475,365.111,0.855,4.83,6,-34.13,211.2,77.031,-6999,29.23,30.031,262.125,343.256,6.817,-6999,-6999,365.111,3.2,-6999,-6999,-6999,-6999
2004,0,348.35417,348,830,0.231,12.944,115.316,5.455,-9999,0.444,-9999,-28.441,-6999,12.74,-6999,21.737,4.807,5,8.14,15,0,40.675,85.501,364.506,0.885,5,6,30.102,412,170.131,-6999,58.365,49.189,264.773,355.613,7.058,-6999,-6999,364.506,3.2,-6999,-6999,-6999,-6999
2004,0,348.37500,348,900,0.261,13.883,121.424,5.323,-9999,0.466,-9999,13.18,-6999,12.347,-6999,66.004,5.007,5,7.982,15,0,39.093,85.547,363.205,0.966,5,6,107.14,611.1,271.51,-6999,84.9,64.97,268.309,367.71,7.231,-6999,-6999,363.205,3.2,-6999,-6999,-6999,-6999
2004,0,348.39583,348,930,0.253,14.695,121.55,5.483,-9999,-0.325,-9999,37.973,-6999,20.073,-6999,96.019,5.357,5,7.875,15,0,36.84,85.597,363.449,1.056,5,6,163.839,792.5,366.697,-6999,107.2,94.985,272.453,380.326,7.236,-6999,-6999,363.449,3.2,-6999,-6999,-6999,-6999
2004,0,348.41667,348,1000,0.326,15.742,125.034,5.714,-9999,0.012,-9999,91.427,-6999,27.914,-6999,119.983,5.879,5,7.877,15,0,33.854,85.619,363.857,1.183,5,6,174.07,953,431.622,-6999,126.4,140.472,276.939,394.019,7.181,-6999,-6999,363.857,3.2,-6999,-6999,-6999,-6999
2004,0,348.43750,348,1030,0.354,16.368,126.084,5.767,-9999,0.673,-9999,94.837,-6999,29.126,-6999,135.104,6.577,5,7.982,15,0,32.707,85.629,362.472,1.253,5,6,266.57,1084.5,527.048,-6999,141.35,136.213,280.463,404.728,7.157,-6999,-6999,362.472,3.2,-6999,-6999,-6999,-6999
2004,0,348.45833,348,1100,0.336,16.868,125.871,5.498,-9999,0.778,-9999,121.64,-6999,30.029,-6999,135.524,7.61,5,8.194,15,0,31.761,85.633,361.247,1.311,5,6,337.267,1189,586.852,-6999,153,117.748,283.255,415.093,7.122,-6999,-6999,361.247,3.2,-6999,-6999,-6999,-6999
2004,0,348.47917,348,1130,0.328,17.287,127.624,5.391,-9999,-0.106,-9999,161.629,-6999,29.964,-6999,135.628,8.989,5,8.512,15,0,30.964,85.625,362.542,1.362,5.67,6,366.435,1259,630.246,-6999,160.7,124.854,285.415,424.373,7.144,-6999,-6999,362.542,3.2,-6999,-6999,-6999,-6999
2004,0,348.50000,348,1200,0.381,17.513,124.536,5.917,-9999,-0.131,-9999,174.057,-6999,31.855,-6999,126.756,10.48,5,8.952,15,0,30.04,85.587,363.896,1.4,6,6,383.367,1300,658.026,-6999,165,129.934,286.144,430.868,7.054,-6999,-6999,363.896,3.2,-6999,-6999,-6999,-6999
2004,0,348.52083,348,1230,0.353,17.937,122.661,5.974,-9999,0.944,-9999,176.641,-6999,36.109,-6999,117.514,11.909,5,9.5,15,0,28.829,85.559,363.569,1.463,6,6,386.878,1304.5,667.038,-6999,166.2,131.205,287.503,436.458,6.921,-6999,-6999,363.569,3.2,-6999,-6999,-6999,-6999
2004,0,348.54167,348,1300,0.33,18.002,123.066,6.193,-9999,0.303,-9999,181.687,-6999,35.036,-6999,103.706,13.18,5,10.124,15,0,28.616,85.526,363.751,1.473,6,6,377.615,1279,658.831,-6999,164.1,129.858,287.522,438.881,6.885,-6999,-6999,363.751,3.2,-6999,-6999,-6999,-6999
2004,0,348.56250,348,1330,0.352,18.192,123.065,6.301,-9999,0.525,-9999,200.251,-6999,27.212,-6999,88.681,14.26,5,10.792,15,0,28.128,85.501,364.328,1.501,6.33,6.17,355.417,1217,632.774,-6999,158.25,125.494,287.788,439.652,6.858,-6999,-6999,364.328,3.2,-6999,-6999,-6999,-6999
2004,0,348.58333,348,1400,0.329,18.292,125.325,6.366,-9999,0.323,-9999,183.01,-6999,27.088,-6999,79.282,15.105,5,11.484,15,0,28.008,85.477,364.541,1.513,6.83,6.33,321.419,1128,590.907,-6999,149,118.613,287.014,437.889,6.876,-6999,-6999,364.541,3.2,-6999,-6999,-6999,-6999
2004,0,348.60417,348,1430,0.37,18.552,127.849,6.047,-9999,0.13,-9999,137.32,-6999,22.01,-6999,58.738,15.705,5,12.17,15,0,26.1,85.473,365.163,1.579,6.83,6.33,275.034,1005.5,532.684,-6999,135.6,108.621,286.424,435.453,6.486,-6999,-6999,365.163,3.2,-6999,-6999,-6999,-6999
2004,0,348.62500,348,1500,0.299,18.728,116.277,5.65,-9999,0.478,-9999,128.808,-6999,24.964,-6999,25.445,16.067,5,12.807,15,0,25.582,85.475,365.724,1.607,6.5,6.83,217.134,858,458.683,-6999,119,96.284,286.055,431.32,6.443,-6999,-6999,365.724,3.2,-6999,-6999,-6999,-6999
2004,0,348.64583,348,1530,0.334,18.621,123.656,5.766,-9999,0.25,-9999,84.822,-6999,19.73,-6999,-19.478,16.197,5,13.397,15,0,25.74,85.475,365.802,1.593,6.83,6.67,150.369,682.85,372.313,-6999,98.55,83.559,284.405,422.791,6.445,-6999,-6999,365.802,3.2,-6999,-6999,-6999,-6999
2004,0,348.66667,348,1600,0.3,18.486,109.958,5.057,-9999,0.573,-9999,63.198,-6999,17.431,-6999,-41.195,16.064,5,13.907,15,0,26.588,85.494,365.876,1.562,6.33,7,75.049,492.8,275.188,-6999,74.5,69.999,284.458,414.598,6.629,-6999,-6999,365.876,3.2,-6999,-6999,-6999,-6999
2004,0,348.68750,348,1630,0.345,18.322,98.383,4.63,-9999,0.214,-9999,32.393,-6999,7.212,-6999,-40.449,15.705,5,14.32,15,0,27.482,85.504,366.092,1.527,6.17,7,-1.253,299.3,174.131,-6999,47.62,55.068,284.42,404.736,6.81,-6999,-6999,366.092,3.2,-6999,-6999,-6999,-6999
2004,0,348.70833,348,1700,0.246,17.271,66.943,3.886,-9999,0.171,-9999,-1.378,-6999,6.113,-6999,-52.192,14.96,5,14.614,15,0,29.682,85.508,366.59,1.386,6,7,-66.074,105.2,79.046,-6999,19.65,35.099,281.708,391.73,6.93,-6999,-6999,366.59,3.2,-6999,-6999,-6999,-6999
2004,0,348.72917,348,1730,0.244,15.348,56.713,4.004,-9999,0.066,-9999,-10.186,-6999,4.072,-6999,-60.344,14.059,5,14.79,15,0,32.914,85.511,366.563,1.17,6,7,-100.274,15.255,8.637,-6999,3.415,7.739,277.857,379.03,6.825,-6999,-6999,366.563,3.2,-6999,-6999,-6999,-6999
2004,0,348.75000,348,1800,0.258,13.911,60.847,4.729,-9999,0.116,-9999,-25.423,-6999,3.25,-6999,-67.42,13.235,5,14.847,15,0,36.749,85.521,366.736,1.005,6,7,-102.171,-0.4,-3.557,-6999,0.69,1.555,274.616,371.675,6.895,-6999,-6999,366.736,3.2,-6999,-6999,-6999,-6999
2004,0,348.77083,348,1830,0.305,13.139,55.347,4.982,-9999,0.155,-9999,-28.745,-6999,3.535,-6999,-61.614,12.557,5,14.807,15,0,39.423,85.548,366.767,0.916,6,7,-100.232,-0.2,-3.205,-6999,0.805,1.672,272.409,367.765,6.95,-6999,-6999,366.767,3.2,-6999,-6999,-6999,-6999
2004,-1,348.79167,348,1900,0.326,12.724,52.683,4.727,-9999,-9999,-9999,-9999,-6999,-9999,-6999,-54.674,11.995,5,14.682,15,0,40.387,85.567,366.798,0.877,5.67,7,-98.431,-0.22,-3.103,-6999,0.8,1.656,271.306,364.979,6.91,-6999,-6999,366.798,3.2,-6999,-6999,-6999,-6999
2004,0,348.81250,348,1930,0.323,12.345,65.505,4.21,-9999,0.153,-9999,-35.102,-6999,3.903,-6999,-51.117,11.515,5,14.499,15,0,41.251,85.611,366.711,0.843,5.83,7,-96.299,-0.285,-3.124,-6999,0.715,1.827,270.763,362.111,6.865,-6999,-6999,366.711,3.2,-6999,-6999,-6999,-6999
2004,0,348.83333,348,2000,0.274,11.787,130.89,4.435,-9999,0.139,-9999,-24.557,-6999,1.017,-6999,-50.113,11.067,5,14.282,15,0,43.308,85.634,366.862,0.784,5.17,7,-95.539,-0.46,-3.485,-6999,0.55,1.692,267.196,357.558,6.922,-6999,-6999,366.862,3.2,-6999,-6999,-6999,-6999
2004,0,348.85417,348,2030,0.325,10.427,124.786,6.957,-9999,0.216,-9999,-32.818,-6999,3.292,-6999,-52.048,10.635,5,14.042,15,0,48.959,85.636,367.084,0.645,5,7,-94.62,-0.57,-2.739,-6999,0.345,1.4,263.83,354.31,7.106,-6999,-6999,367.084,3.2,-6999,-6999,-6999,-6999
2004,0,348.87500,348,2100,0.235,9.962,108.033,6.252,-9999,0.325,-9999,-33.174,-6999,7.479,-6999,-49.676,10.224,5,13.795,15,0,49.371,85.668,366.96,0.62,5,7,-93.937,-0.81,-2.914,-6999,0.05,1.498,261.676,351.201,6.929,-6999,-6999,366.96,3.2,-6999,-6999,-6999,-6999
2004,0,348.89583,348,2130,0.231,9.414,102.375,6.113,-9999,0.246,-9999,-32.18,-6999,4.995,-6999,-50.04,9.812,5,13.54,15,0,49.856,85.696,367.052,0.592,5,7,-92.959,-0.86,-2.862,-6999,0.019,1.543,259.961,348.516,6.737,-6999,-6999,367.052,3.2,-6999,-6999,-6999,-6999
2004,0,348.91667,348,2200,0.291,8.89,105.495,6.244,-9999,0.287,-9999,-32.973,-6999,6.158,-6999,-48.983,9.415,5,13.282,15,0,50.595,85.713,367.09,0.563,5,7,-91.982,-0.87,-2.72,-6999,0.007,1.538,258.653,346.377,6.597,-6999,-6999,367.09,3.2,-6999,-6999,-6999,-6999
2004,0,348.93750,348,2230,0.308,8.262,106.788,5.669,-9999,0.303,-9999,-39.203,-6999,4.365,-6999,-47.921,9.049,5,13.017,15,0,52.089,85.732,367.128,0.524,5,7,-90.956,-0.87,-2.83,-6999,0.004,1.538,257.072,343.661,6.504,-6999,-6999,367.128,3.2,-6999,-6999,-6999,-6999
2004,0,348.95833,348,2300,0.227,7.84,98.724,4.819,-9999,0.237,-9999,-28.926,-6999,6.308,-6999,-48.146,8.69,5,12.752,15,0,52.652,85.753,367.232,0.503,5,7,-89.833,-0.87,-2.996,-6999,0,1.693,255.809,340.953,6.383,-6999,-6999,367.232,3.2,-6999,-6999,-6999,-6999
2004,0,348.97917,348,2330,0.186,7.471,102.986,5.494,-9999,0.248,-9999,-31.04,-6999,6.554,-6999,-48.739,8.352,5,12.475,15,0,52.401,85.748,367.289,0.493,5,6.67,-88.339,-0.87,-2.689,-6999,0,1.634,255.12,339.137,6.193,-6999,-6999,367.289,3.2,-6999,-6999,-6999,-6999
2004,0,349.00000,349,000,0.209,6.96,99.559,5.018,-9999,0.244,-9999,-30.976,-6999,4.989,-6999,-47.429,8.025,5,12.205,15,0,53.326,85.753,367.308,0.467,5,6.83,-88.101,-0.87,-2.824,-6999,0,1.649,253.174,336.802,6.09,-6999,-6999,367.308,3.2,-6999,-6999,-6999,-6999
2004,0,349.02083,349,030,0.215,6.546,105.239,5.089,-9999,0.221,-9999,-29.358,-6999,5.876,-6999,-47.595,7.707,5,11.935,15,0,54.101,85.762,367.357,0.446,5,6.5,-87.712,-0.87,-2.68,-6999,0,1.7,251.754,335.087,6.003,-6999,-6999,367.357,3.2,-6999,-6999,-6999,-6999
2004,0,349.04167,349,100,0.125,6.067,105.324,4.589,-9999,0.11,-9999,-16.812,-6999,1.593,-6999,-47.115,7.409,5,11.667,15,0,56.142,85.755,367.403,0.413,5,6.17,-87.5,-0.87,-2.984,-6999,0,1.584,249.371,332.303,6.034,-6999,-6999,367.403,3.2,-6999,-6999,-6999,-6999
2004,0,349.06250,349,130,0.198,5.897,111.805,3.687,-9999,0.282,-9999,-22.219,-6999,9.364,-6999,-48.596,7.089,5,11.409,15,0,59.176,85.756,367.582,0.38,5,6.5,-87.333,-0.87,-2.614,-6999,0,2.195,247.836,330.36,6.294,-6999,-6999,367.582,3.2,-6999,-6999,-6999,-6999
2004,0,349.08333,349,200,0.52,6.261,69.91,4.068,-9999,0.662,-9999,-48.266,-6999,35.026,-6999,-44.877,6.814,5,11.155,15,0,51.95,85.76,367.569,0.458,4.83,6.5,-87.941,-0.87,-2.084,-6999,0,2.305,248.989,332.541,5.634,-6999,-6999,367.569,3.2,-6999,-6999,-6999,-6999
2004,-1,349.10417,349,230,0.424,6.007,46.244,5.025,-9999,-9999,-9999,-9999,-6999,-9999,-6999,-37.415,6.622,5,10.91,15,0,47.9,85.771,367.509,0.488,4.67,6.33,-87.689,-0.87,-2.41,-6999,0,1.334,248.733,332.679,5.118,-6999,-6999,367.509,3.2,-6999,-6999,-6999,-6999
2004,-1,349.12500,349,300,0.334,6.045,47.266,4.738,-9999,-9999,-9999,-9999,-6999,-9999,-6999,-37.287,6.485,5,10.674,15,0,46.697,85.78,367.47,0.5,4.5,6.17,-88.104,-0.87,-2.408,-6999,0,1.489,248.005,332.213,5.011,-6999,-6999,367.47,3.2,-6999,-6999,-6999,-6999
2004,-1,349.14583,349,330,0.249,5.739,54.957,4.264,-9999,-9999,-9999,-9999,-6999,-9999,-6999,-37.7,6.314,5,10.44,15,0,47.283,85.79,367.51,0.485,4.67,6.33,-88.535,-0.87,-2.796,-6999,0,1.579,246.29,330.45,4.969,-6999,-6999,367.51,3.2,-6999,-6999,-6999,-6999
2004,0,349.16667,349,400,0.237,5.531,65.923,4.253,-9999,0.035,-9999,-30.138,-6999,2.728,-6999,-40.405,6.107,5,10.204,15,0,47.605,85.807,367.406,0.475,4.33,6.17,-87.894,-0.87,-2.807,-6999,0,1.778,245.421,328.729,4.932,-6999,-6999,367.406,3.2,-6999,-6999,-6999,-6999
2004,0,349.18750,349,430,0.235,5.489,67.826,4.081,-9999,0.044,-9999,-29.992,-6999,3.821,-6999,-39.711,5.884,5,9.965,15,0,48.154,85.799,367.345,0.468,4.17,6,-87.579,-0.87,-2.782,-6999,0,1.905,244.806,327.699,4.976,-6999,-6999,367.345,3.2,-6999,-6999,-6999,-6999
2004,0,349.20833,349,500,0.205,5.348,68.369,3.904,-9999,0.053,-9999,-12.254,-6999,5.713,-6999,-39.779,5.66,5,9.722,15,0,48.182,85.797,367.419,0.464,4,6,-88.027,-0.87,-2.848,-6999,0,1.959,243.111,326.331,4.933,-6999,-6999,367.419,3.2,-6999,-6999,-6999,-6999
2004,0,349.22917,349,530,0.197,4.713,59.341,3.561,-9999,-0.018,-9999,-25.72,-6999,2.008,-6999,-40.018,5.44,5,9.47,15,0,49.096,85.802,367.429,0.436,4,6,-88.065,-0.87,-3.071,-6999,0,1.664,241.471,324.801,4.807,-6999,-6999,367.429,3.2,-6999,-6999,-6999,-6999
2004,0,349.25000,349,600,0.148,3.735,121.744,2.661,-9999,0.007,-9999,-8.185,-6999,0.423,-6999,-42.722,5.219,5,9.209,15,0,54.689,85.804,367.702,0.362,4.17,6,-85.168,-0.87,-3.897,-6999,0,1.164,238.928,319.036,4.984,-6999,-6999,367.702,3.2,-6999,-6999,-6999,-6999
2004,0,349.27083,349,630,0.158,4.587,88.693,2.121,-9999,-0.038,-9999,-6.206,-6999,2.264,-6999,-49.139,4.912,5,8.945,15,0,50.665,85.83,367.154,0.419,4,6,-84.13,-0.87,-2.013,-6999,0,3.305,238.904,317.716,4.901,-6999,-6999,367.154,3.2,-6999,-6999,-6999,-6999
2004,0,349.29167,349,700,0.125,4.091,124.854,1.628,-9999,-0.029,-9999,-0.241,-6999,0.507,-6999,-46.005,4.614,5,8.699,15,0,52.492,85.852,367.436,0.389,4,6,-85.148,-0.23,-2.46,-6999,0.007,3.109,236.552,316.131,4.895,-6999,-6999,367.436,3.2,-6999,-6999,-6999,-6999
2004,0,349.31250,349,730,0.169,3.961,75.382,1.761,-9999,-0.193,-9999,-27.733,-6999,3.087,-6999,-46.277,4.334,5,8.449,15,0,51.582,85.879,367.712,0.393,4,6,-79.099,43.4,9.197,-6999,6.745,7.83,235.84,316.306,4.766,-6999,-6999,367.712,3.2,-6999,-6999,-6999,-6999
