Sitename: Lucky Hills Shrubland Arizona USA
Location: Latitude: 31.7438  Longitude: -110.0522  Elevation (masl): 1370
Principal investigator: Russell Scott
Ecosystem type: OSH Open Shrublands
File creation date: 09APR2013
Data Policy -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data. 
In addition when publishing please acknowledge the agency that supported the research. --
File Origin - This file was created at Oak Ridge National Laboratory by the AmeriFlux and FLUXNET data management groups.
These groups are supported by the U.S. Department of Energy and National Aeronautics and Space Administration. 
This standardized file is identical in format to other standardized files provided here with a goal of aiding intersite comparisons  multi-site syntheses and modeling activities. 
Questions about these standardized files should be addressed to Tom Boden (bodenta@ornl.gov) .
YEAR, GAP, DTIME, DOY, HRMIN, UST, TA, WD, WS, NEE, FC, SFC, H, SH, LE, SLE, FG, TS1, TSdepth1, TS2, TSdepth2, PREC, RH, PRESS, CO2, VPD, SWC1, SWC2, Rn, PAR, Rg, Rgdif, PARout, RgOut, Rgl, RglOut, H2O, RE, GPP, CO2top, CO2height, APAR, PARdif, APARpct, ZL
2007,0,305.14583,305,330,0.132,10.285,76.35,1.456,-0.159,-0.159,0,-9.196,-6999,-0.912,-6999,-45.785,10.75,5,17.9,15,0,35.206,86.456,366.132,0.811,0,7,-69.69,-0.362,-1.61,-6999,1.609,-9999,-9999,-9999,7.492,-6999,-6999,366.132,3.1,-6999,-6999,-6999,-6999
2007,0,305.16667,305,400,0.181,10.31,73.37,1.324,-0.081,-0.081,0,-15.552,-6999,-0.934,-6999,-40.223,10.5,5,17.6,15,0,35.299,86.444,365.91,0.811,0,7,-71.92,-0.434,-1.476,-6999,1.61,-9999,-9999,-9999,7.548,-6999,-6999,365.91,3.1,-6999,-6999,-6999,-6999
2007,0,305.18750,305,430,0.209,9.665,67.61,1.212,0.032,0.032,0,-13.949,-6999,-0.769,-6999,-40.627,10.3,5,17.4,15,0,36.632,86.436,366.117,0.761,0,7,-70.95,-0.469,-1.401,-6999,1.582,-9999,-9999,-9999,7.462,-6999,-6999,366.117,3.1,-6999,-6999,-6999,-6999
2007,0,305.20833,305,500,0.119,9.1,88,1.507,-0.038,-0.038,0,-21.413,-6999,-0.876,-6999,-41.115,10.1,5,17.1,15,0,38.173,86.432,366.069,0.715,0,7,-71.77,-0.45,-1.41,-6999,1.623,-9999,-9999,-9999,7.469,-6999,-6999,366.069,3.1,-6999,-6999,-6999,-6999
2007,0,305.22917,305,530,0.154,8.625,80.3,1.746,-0.063,-0.063,0,-16.191,-6999,-1.399,-6999,-43.811,9.8,5,16.9,15,0,39.391,86.437,366.232,0.679,0,7,-70.12,-0.572,-1.514,-6999,1.548,-9999,-9999,-9999,7.435,-6999,-6999,366.232,3.1,-6999,-6999,-6999,-6999
2007,0,305.25000,305,600,0.196,8.98,75.38,1.549,-0.131,-0.131,0,-14.152,-6999,-0.794,-6999,-42.514,9.5,5,16.7,15,0,38.544,86.441,366.058,0.705,0,7,-68.76,-0.608,-1.662,-6999,1.244,-9999,-9999,-9999,7.435,-6999,-6999,366.058,3.1,-6999,-6999,-6999,-6999
2007,0,305.27083,305,630,0.169,9.365,79.54,1.731,-0.14,-0.14,0,-17.395,-6999,-0.791,-6999,-38.059,9.35,5,16.45,15,0,37.965,86.441,365.976,0.73,0,7,-68.79,2.828,-0.024,-6999,1.765,-9999,-9999,-9999,7.528,-6999,-6999,365.976,3.1,-6999,-6999,-6999,-6999
2007,0,305.29167,305,700,0.138,9.95,79.09,1.56,-0.159,-0.159,0,-13.222,-6999,-0.329,-6999,-35.461,9.2,5,16.2,15,0,36.339,86.458,366.839,0.779,0,6,-60.87,37.578,22.13,-6999,9.945,-9999,-9999,-9999,7.53,-6999,-6999,366.839,3.1,-6999,-6999,-6999,-6999
2007,0,305.31250,305,730,0.131,12.12,88.8,1.126,-0.463,-0.463,0,9.713,-6999,1.568,-6999,-19.73,9.3,5,16,15,0,31.427,86.468,367.74,0.97,0,6,-29.09,174.145,123.95,-6999,36.474,-9999,-9999,-9999,7.535,-6999,-6999,367.74,3.1,-6999,-6999,-6999,-6999
2007,0,305.33333,305,800,0.108,14.94,106.1,0.837,-0.802,-0.802,0,34.916,-6999,4.662,-6999,5.712,10.1,5,15.8,15,0,27.297,86.473,368.003,1.235,0,7,29.9,379.373,232.8,-6999,73.243,-9999,-9999,-9999,7.705,-6999,-6999,368.003,3.1,-6999,-6999,-6999,-6999
2007,0,305.35417,305,830,0.053,17.66,143.8,0.608,-0.761,-0.761,0,58.767,-6999,7.316,-6999,41.955,11.85,5,15.65,15,0,23.473,86.471,368.282,1.546,0,6,94.1,598.66,342.15,-6999,113.235,-9999,-9999,-9999,7.893,-6999,-6999,368.282,3.1,-6999,-6999,-6999,-6999
2007,0,305.37500,305,900,0.154,19.18,157.9,1.068,-0.447,-0.447,0,94.717,-6999,14.006,-6999,74.971,13.5,5,15.5,15,0,21.093,86.469,368.621,1.753,0,7,160.3,801.327,446.9,-6999,153.806,-9999,-9999,-9999,7.875,-6999,-6999,368.621,3.1,-6999,-6999,-6999,-6999
2007,0,305.39583,305,930,0.214,20.84,166.8,1.244,-0.227,-0.227,0,121.982,-6999,16.855,-6999,97.041,15.7,5,15.4,15,0,18.626,86.463,369.043,2.004,0,6,223,983.692,540.25,-6999,190.542,-9999,-9999,-9999,7.8,-6999,-6999,369.043,3.1,-6999,-6999,-6999,-6999
2007,0,305.41667,305,1000,0.188,22.14,169.8,1.392,0.257,0.257,0,139.478,-6999,15.887,-6999,113.453,19,5,15.5,15,0,16.773,86.452,369.854,2.219,0,7,278,1144.497,623.8,-6999,224.721,-9999,-9999,-9999,7.687,-6999,-6999,369.854,3.1,-6999,-6999,-6999,-6999
2007,0,305.43750,305,1030,0.117,22.9,149.5,1.351,0.164,0.164,0,177.131,-6999,20.182,-6999,127.76,22.1,5,15.65,15,0,15.812,86.446,369.243,2.351,0,7,326.2,1272.96,691.7,-6999,251.633,-9999,-9999,-9999,7.695,-6999,-6999,369.243,3.1,-6999,-6999,-6999,-6999
2007,0,305.45833,305,1100,0.163,23.61,142.2,1.702,-0.163,-0.163,0,186.918,-6999,17.212,-6999,138.188,24.8,5,15.9,15,0,14.929,86.429,368.83,2.479,0,7,365,1375.372,746,-6999,269.665,-9999,-9999,-9999,7.632,-6999,-6999,368.83,3.1,-6999,-6999,-6999,-6999
2007,0,305.47917,305,1130,0.109,24.215,159,1.613,0.485,0.485,0,197.746,-6999,17.104,-6999,150.33,27.25,5,16.351,15,0,14.313,86.395,368.371,2.59,0.5,7,390.8,1440.502,779.5,-6999,282.516,-9999,-9999,-9999,7.622,-6999,-6999,368.371,3.1,-6999,-6999,-6999,-6999
2007,0,305.50000,305,1200,0.196,24.74,165.6,1.191,0.939,0.939,0,227.67,-6999,20.954,-6999,144.242,29.5,5,16.8,15,0,13.838,86.352,368.271,2.687,1,7,407.2,1475.987,799,-6999,290.522,-9999,-9999,-9999,7.552,-6999,-6999,368.271,3.1,-6999,-6999,-6999,-6999
2007,0,305.52083,305,1230,0.259,25.01,127.5,0.794,1.112,1.112,0,202.192,-6999,22.086,-6999,123.326,31.2,5,17.4,15,0,13.38,86.302,367.946,2.745,1,7,411.3,1478.233,796,-6999,291.33,-9999,-9999,-9999,7.435,-6999,-6999,367.946,3.1,-6999,-6999,-6999,-6999
2007,0,305.54167,305,1300,0.191,25.52,239.4,1.188,0.516,0.516,0,219.872,-6999,13.629,-6999,129.08,32.9,5,18,15,0,12.454,86.243,367.192,2.86,1,7,403.4,1449.037,779,-6999,285.543,-9999,-9999,-9999,7.124,-6999,-6999,367.192,3.1,-6999,-6999,-6999,-6999
2007,0,305.56250,305,1330,0.337,25.755,235.6,2.884,0.278,0.278,0,218.165,-6999,16.78,-6999,107.087,34,5,18.7,15,0,12.266,86.194,366.507,2.907,1,7,387.9,1397.382,739.5,-6999,272.693,-9999,-9999,-9999,7.023,-6999,-6999,366.507,3.1,-6999,-6999,-6999,-6999
2007,0,305.58333,305,1400,0.305,26.12,257,1.773,0.471,0.471,0,193.866,-6999,9.503,-6999,87.421,34.7,5,19.4,15,0,12.193,86.159,367.073,2.973,1,7,354.3,1299.013,685.5,-6999,253.921,-9999,-9999,-9999,7.097,-6999,-6999,367.073,3.1,-6999,-6999,-6999,-6999
2007,0,305.60417,305,1430,0.28,26.285,211.3,2.238,0.053,0.053,0,163.735,-6999,10.066,-6999,74.357,35,5,20.05,15,0,11.946,86.142,366.886,3.01,1,7,313.2,1182.676,615.8,-6999,230.305,-9999,-9999,-9999,7.039,-6999,-6999,366.886,3.1,-6999,-6999,-6999,-6999
2007,0,305.62500,305,1500,0.293,26.72,227.2,2.519,0.028,0.028,0,167.788,-6999,10.683,-6999,49.665,34.8,5,20.7,15,0,11.33,86.12,366.607,3.11,1,7,263.1,1035.796,536.6,-6999,202.114,-9999,-9999,-9999,6.894,-6999,-6999,366.607,3.1,-6999,-6999,-6999,-6999
2007,0,305.64583,305,1530,0.364,26.84,229.1,3.429,-0.327,-0.327,0,146.904,-6999,14.808,-6999,22.419,34.2,5,21.3,15,0,10.752,86.097,366.366,3.152,1,7,204.5,857.923,439.3,-6999,166.926,-9999,-9999,-9999,6.477,-6999,-6999,366.366,3.1,-6999,-6999,-6999,-6999
2007,0,305.66667,305,1600,0.342,26.71,280.8,2.567,-0.054,-0.054,0,104.598,-6999,6.324,-6999,0.036,33,5,21.8,15,0,11.069,86.088,366.187,3.117,1,7,134.2,654.897,332.9,-6999,127.297,-9999,-9999,-9999,6.656,-6999,-6999,366.187,3.1,-6999,-6999,-6999,-6999
2007,0,305.68750,305,1630,0.302,26.535,301.1,2.199,-0.097,-0.097,0,68.005,-6999,2.419,-6999,-19.457,30.9,5,22.25,15,0,11.437,86.08,366.16,3.073,1,7.5,60.96,441.539,225,-6999,84.984,-9999,-9999,-9999,6.807,-6999,-6999,366.16,3.1,-6999,-6999,-6999,-6999
2007,0,305.70833,305,1700,0.31,25.78,302,2.906,-0.056,-0.056,0,22.333,-6999,3.532,-6999,-31.671,28.6,5,22.6,15,0,12.354,86.082,365.768,2.908,0,7,-13.52,229.079,116.5,-6999,43.155,-9999,-9999,-9999,7.06,-6999,-6999,365.768,3.1,-6999,-6999,-6999,-6999
2007,0,305.72917,305,1730,0.262,23.775,318.1,2.937,-0.045,-0.045,0,-9.441,-6999,-0.213,-6999,-55.407,26.4,5,22.85,15,0,14.292,86.089,365.242,2.523,0,8,-85.2,55.927,24.865,-6999,12.127,-9999,-9999,-9999,7.427,-6999,-6999,365.242,3.1,-6999,-6999,-6999,-6999
2007,0,305.75000,305,1800,0.139,21.12,332,2.272,0.03,0.03,0,-16.23,-6999,-1.655,-6999,-76.075,24.3,5,23,15,0,17.234,86.116,365.067,2.073,0,8,-111.5,0.009,0.532,-6999,0.175,-9999,-9999,-9999,7.52,-6999,-6999,365.067,3.1,-6999,-6999,-6999,-6999
2007,0,305.77083,305,1830,0.142,19.485,357.9,2.357,-0.013,-0.013,0,-20.981,-6999,-2.17,-6999,-84.354,22.55,5,22.95,15,0,19.424,86.137,365.101,1.825,0,8,-105,-0.946,0.217,-6999,0.243,-9999,-9999,-9999,7.569,-6999,-6999,365.101,3.1,-6999,-6999,-6999,-6999
2007,-1,305.79167,305,1900,0.176,17.72,35.56,1.571,-9999,-9999,0,-9999,-6999,-9999,-6999,-79.19,21.1,5,22.9,15,0,21.584,86.167,365.313,1.59,0,7,-100.8,-0.946,-0.11,-6999,0.609,-9999,-9999,-9999,7.515,-6999,-6999,365.313,3.1,-6999,-6999,-6999,-6999
2007,0,305.81250,305,1930,0.182,16.425,103.6,1.719,-0.204,-0.204,0,-21.572,-6999,0.057,-6999,-78.784,19.9,5,22.7,15,0,23.263,86.194,366.043,1.433,0,7.5,-94.9,-0.942,-0.617,-6999,1.142,-9999,-9999,-9999,7.454,-6999,-6999,366.043,3.1,-6999,-6999,-6999,-6999
2007,-1,305.83333,305,2000,0.134,17.86,36.52,1.769,-9999,-9999,0,-9999,-6999,-9999,-6999,-72.723,18.9,5,22.5,15,0,20.412,86.205,366.068,1.628,0,7,-90.9,-0.9,-0.976,-6999,1.081,-9999,-9999,-9999,7.253,-6999,-6999,366.068,3.1,-6999,-6999,-6999,-6999
2007,0,305.85417,305,2030,0.064,17.095,23.59,2.489,0.046,0.046,0,-21.144,-6999,0.092,-6999,-56.334,18.05,5,22.2,15,0,20.806,86.211,366.001,1.544,0,7,-89.8,-0.852,-1.135,-6999,1.358,-9999,-9999,-9999,7.048,-6999,-6999,366.001,3.1,-6999,-6999,-6999,-6999
2007,0,305.87500,305,2100,0.17,13.81,89,1.105,-0.225,-0.225,0,1.621,-6999,-2.13,-6999,-57.342,17.2,5,21.9,15,0,26.003,86.231,366.228,1.168,0,7,-88.8,-0.742,-1.184,-6999,1.474,-9999,-9999,-9999,7.038,-6999,-6999,366.228,3.1,-6999,-6999,-6999,-6999
2007,0,305.89583,305,2130,0.195,15.08,59.88,0.926,-0.352,-0.352,0,-48.71,-6999,-1.409,-6999,-65.771,16.45,5,21.6,15,0,23.877,86.261,367.006,1.305,0,7,-82.7,-0.714,-1.401,-6999,1.561,-9999,-9999,-9999,7.075,-6999,-6999,367.006,3.1,-6999,-6999,-6999,-6999
2007,0,305.91667,305,2200,0.044,16.15,304.1,1.301,-0.129,-0.129,0,-0.015,-6999,0.279,-6999,-59.049,15.6,5,21.3,15,0,22.029,86.3,367.046,1.431,0,7,-83.8,-0.781,-1.464,-6999,1.541,-9999,-9999,-9999,7.014,-6999,-6999,367.046,3.1,-6999,-6999,-6999,-6999
2007,0,305.93750,305,2230,0.144,15.725,20.36,1.514,0.141,0.141,0,0.162,-6999,1.253,-6999,-54.814,14.9,5,21,15,0,22.971,86.315,367.186,1.376,0,7,-82.9,-0.761,-1.453,-6999,1.561,-9999,-9999,-9999,7.05,-6999,-6999,367.186,3.1,-6999,-6999,-6999,-6999
2007,-1,305.95833,305,2300,0.118,15.33,40.11,1.177,-9999,-9999,0,-9999,-6999,-9999,-6999,-50.74,14.3,5,20.7,15,0,23.612,86.314,367.204,1.331,0,7,-82.4,-0.702,-1.475,-6999,1.555,-9999,-9999,-9999,7.123,-6999,-6999,367.204,3.1,-6999,-6999,-6999,-6999
2007,0,305.97917,305,2330,0.168,13.39,62.25,0.957,0.069,0.069,0,-28.07,-6999,-2.204,-6999,-50.675,13.85,5,20.4,15,0,26.723,86.306,367.887,1.126,0,7,-81.5,-0.765,-1.593,-6999,1.534,-9999,-9999,-9999,7.12,-6999,-6999,367.887,3.1,-6999,-6999,-6999,-6999
2007,0,306.00000,306,000,0.224,11.6,69.2,1.373,0.028,0.028,0,-12.874,-6999,-1.604,-6999,-54.088,13.5,5,20.1,15,0,30.576,86.299,368.282,0.948,0,7,-79.11,-0.702,-1.788,-6999,1.582,-9999,-9999,-9999,7.156,-6999,-6999,368.282,3.1,-6999,-6999,-6999,-6999
2007,0,306.02083,306,030,0.119,11.46,79.11,1.325,-0.013,-0.013,0,-8.634,-6999,-0.665,-6999,-53.317,13.05,5,19.75,15,0,31.119,86.29,368.902,0.932,0,7,-78.85,-0.608,-1.779,-6999,1.615,-9999,-9999,-9999,7.254,-6999,-6999,368.902,3.1,-6999,-6999,-6999,-6999
2007,0,306.04167,306,100,0.11,11.23,76.99,1.382,-0.134,-0.134,0,-25.485,-6999,-2.829,-6999,-52.394,12.6,5,19.4,15,0,31.627,86.28,368.141,0.912,0,7,-75.53,-0.568,-1.772,-6999,1.622,-9999,-9999,-9999,7.266,-6999,-6999,368.141,3.1,-6999,-6999,-6999,-6999
2007,0,306.06250,306,130,0.135,10.165,83.4,1.52,-0.111,-0.111,0,-57.523,-6999,-6.623,-6999,-52.812,12.15,5,19.15,15,0,32.984,86.274,368.2,0.832,0,7,-76.87,-0.528,-1.681,-6999,1.622,-9999,-9999,-9999,7.136,-6999,-6999,368.2,3.1,-6999,-6999,-6999,-6999
2007,0,306.08333,306,200,0.168,9.13,77.55,1.433,-0.015,-0.015,0,-14.254,-6999,-1.246,-6999,-54.764,11.8,5,18.9,15,0,35.133,86.282,367.928,0.752,0,7,-76.02,-0.362,-1.645,-6999,1.622,-9999,-9999,-9999,7.064,-6999,-6999,367.928,3.1,-6999,-6999,-6999,-6999
2007,0,306.10417,306,230,0.161,9.22,82.2,1.515,-0.161,-0.161,0,-16.149,-6999,-1.52,-6999,-52.264,11.4,5,18.6,15,0,34.423,86.289,367.827,0.764,0,7,-75.13,-0.304,-1.621,-6999,1.622,-9999,-9999,-9999,7.016,-6999,-6999,367.827,3.1,-6999,-6999,-6999,-6999
2007,0,306.12500,306,300,0.117,9.2,81.8,1.713,-0.109,-0.109,0,-8.254,-6999,-0.618,-6999,-49.642,11,5,18.3,15,0,34.211,86.278,367.443,0.766,0,7,-74.3,-0.331,-1.613,-6999,1.595,-9999,-9999,-9999,6.975,-6999,-6999,367.443,3.1,-6999,-6999,-6999,-6999
2007,0,306.14583,306,330,0.248,8.85,73.69,1.676,-0.084,-0.084,0,-22.032,-6999,-1.784,-6999,-47.956,10.7,5,18,15,0,35.487,86.264,367.238,0.734,0,7,-74.53,-0.41,-1.602,-6999,1.603,-9999,-9999,-9999,6.993,-6999,-6999,367.238,3.1,-6999,-6999,-6999,-6999
2007,0,306.16667,306,400,0.234,9.62,70.28,1.38,-0.268,-0.268,0,-12.656,-6999,-0.41,-6999,-45.385,10.4,5,17.8,15,0,33.944,86.261,366.521,0.791,0,7,-73.85,-0.347,-1.673,-6999,1.583,-9999,-9999,-9999,7.073,-6999,-6999,366.521,3.1,-6999,-6999,-6999,-6999
2007,0,306.18750,306,430,0.177,9.285,75.13,1.338,-0.045,-0.045,0,-11.452,-6999,-0.707,-6999,-41.591,10.1,5,17.5,15,0,34.794,86.26,366.38,0.763,0,7,-73.52,-0.45,-1.711,-6999,1.582,-9999,-9999,-9999,7.083,-6999,-6999,366.38,3.1,-6999,-6999,-6999,-6999
2007,0,306.20833,306,500,0.133,8.47,83.8,1.531,-0.081,-0.081,0,-11.991,-6999,-0.767,-6999,-42.723,9.9,5,17.2,15,0,36.98,86.289,366.225,0.698,0,7,-72.41,-0.379,-1.766,-6999,1.583,-9999,-9999,-9999,7.061,-6999,-6999,366.225,3.1,-6999,-6999,-6999,-6999
2007,0,306.22917,306,530,0.221,8.945,74.36,1.485,-0.152,-0.152,0,-12.762,-6999,-0.44,-6999,-44.662,9.6,5,17,15,0,36.047,86.309,366.635,0.732,0,7,-71.31,-0.509,-1.739,-6999,1.548,-9999,-9999,-9999,7.073,-6999,-6999,366.635,3.1,-6999,-6999,-6999,-6999
2007,0,306.25000,306,600,0.218,9.89,70.36,1.376,-0.231,-0.231,0,-16.932,-6999,-0.827,-6999,-39.498,9.4,5,16.7,15,0,33.933,86.314,365.748,0.806,0,7,-71.59,-0.489,-1.739,-6999,1.541,-9999,-9999,-9999,7.161,-6999,-6999,365.748,3.1,-6999,-6999,-6999,-6999
2007,0,306.27083,306,630,0.195,8.74,74.42,1.497,0.016,0.016,0,-15.857,-6999,-0.737,-6999,-37.467,9.25,5,16.5,15,0,36.727,86.327,365.876,0.714,0,6.5,-71.17,2.551,-0.252,-6999,1.859,-9999,-9999,-9999,7.126,-6999,-6999,365.876,3.1,-6999,-6999,-6999,-6999
2007,0,306.29167,306,700,0.173,8.41,77.86,1.435,-0.059,-0.059,0,-14.379,-6999,-0.671,-6999,-40.638,9.1,5,16.3,15,0,37.611,86.352,366.304,0.689,0,6,-63.34,34.695,19.28,-6999,9.046,-9999,-9999,-9999,7.106,-6999,-6999,366.304,3.1,-6999,-6999,-6999,-6999
2007,0,306.31250,306,730,0.196,11.375,81.1,1.479,-0.175,-0.175,0,21.123,-6999,2.311,-6999,-25.609,9.15,5,16.05,15,0,31.495,86.38,366.858,0.922,0,7,-31.72,168.98,121.9,-6999,35.734,-9999,-9999,-9999,7.207,-6999,-6999,366.858,3.1,-6999,-6999,-6999,-6999
2007,0,306.33333,306,800,0.139,14.5,110.9,1.36,-0.613,-0.613,0,28.866,-6999,4.304,-6999,5.53,9.9,5,15.9,15,0,26.726,86.388,367.32,1.21,0,7,27.04,372.905,231.9,-6999,72.409,-9999,-9999,-9999,7.418,-6999,-6999,367.32,3.1,-6999,-6999,-6999,-6999
2007,0,306.35417,306,830,0.108,17.35,105,0.61,-0.272,-0.272,0,40.179,-6999,5.918,-6999,43.026,11.7,5,15.65,15,0,22.589,86.393,368.401,1.533,0,6,91.7,588.643,341.3,-6999,112.361,-9999,-9999,-9999,7.534,-6999,-6999,368.401,3.1,-6999,-6999,-6999,-6999
2007,0,306.37500,306,900,0.13,19.52,348.2,0.369,0.194,0.194,0,69.915,-6999,10.065,-6999,74.595,13.3,5,15.5,15,0,19.558,86.401,368.706,1.826,0,6,155.8,793.242,446.2,-6999,152.46,-9999,-9999,-9999,7.542,-6999,-6999,368.706,3.1,-6999,-6999,-6999,-6999
2007,0,306.39583,306,930,0.163,20.755,134.6,1.139,-0.015,-0.015,0,100.916,-6999,11.204,-6999,97.361,15.55,5,15.4,15,0,17.952,86.394,368.885,2.01,0,6.5,218.5,976.955,540.25,-6999,189.398,-9999,-9999,-9999,7.515,-6999,-6999,368.885,3.1,-6999,-6999,-6999,-6999
2007,0,306.41667,306,1000,0.203,22.21,147.2,1.385,0.055,0.055,0,170.691,-6999,12.217,-6999,113.184,18.7,5,15.5,15,0,15.843,86.377,369.055,2.253,0,6,275.2,1138.208,623.2,-6999,224.048,-9999,-9999,-9999,7.45,-6999,-6999,369.055,3.1,-6999,-6999,-6999,-6999
2007,0,306.43750,306,1030,0.207,23.245,169.9,1.611,-0.338,-0.338,0,161.135,-6999,18.753,-6999,128.968,21.85,5,15.65,15,0,14.17,86.39,368.262,2.447,0,6,323.6,1267.57,689.85,-6999,250.355,-9999,-9999,-9999,7.132,-6999,-6999,368.262,3.1,-6999,-6999,-6999,-6999
2007,0,306.45833,306,1100,0.124,23.66,141.3,1.578,0.119,0.119,0,213.675,-6999,21.406,-6999,140.132,24.7,5,15.9,15,0,14.029,86.374,367.775,2.513,0,7,360.4,1367.287,742,-6999,268.185,-9999,-9999,-9999,7.218,-6999,-6999,367.775,3.1,-6999,-6999,-6999,-6999
2007,0,306.47917,306,1130,0.231,23.955,138.4,2.121,0.414,0.414,0,271.727,-6999,23.132,-6999,145.799,27.05,5,16.25,15,0,14.088,86.352,367.418,2.556,0,7,388.2,1436.011,774,-6999,281.237,-9999,-9999,-9999,7.38,-6999,-6999,367.418,3.1,-6999,-6999,-6999,-6999
2007,0,306.50000,306,1200,0.138,24.81,199.1,1.096,0.11,0.11,0,214.959,-6999,9.296,-6999,141.525,29.3,5,16.8,15,0,13.496,86.314,368.039,2.709,1,7,403.5,1469.699,793,-6999,289.042,-9999,-9999,-9999,7.404,-6999,-6999,368.039,3.1,-6999,-6999,-6999,-6999
2007,0,306.52083,306,1230,0.273,25.36,189.8,2.203,0.037,0.037,0,220.025,-6999,18.523,-6999,126.364,31.05,5,17.3,15,0,12.598,86.276,367.423,2.829,1,7,410.4,1480.03,792,-6999,290.657,-9999,-9999,-9999,7.04,-6999,-6999,367.423,3.1,-6999,-6999,-6999,-6999
2007,0,306.54167,306,1300,0.139,25.86,194.2,1.613,0.187,0.187,0,231.661,-6999,11.164,-6999,130.184,32.6,5,17.9,15,0,12.274,86.238,367.413,2.925,1,7,401.6,1448.138,773,-6999,284.467,-9999,-9999,-9999,7.092,-6999,-6999,367.413,3.1,-6999,-6999,-6999,-6999
2007,0,306.56250,306,1330,0.307,26.15,232.2,2.267,0.15,0.15,0,229.585,-6999,13.677,-6999,109.945,33.8,5,18.6,15,0,11.871,86.211,366.966,2.989,1,7,381.9,1383.907,736.5,-6999,271.011,-9999,-9999,-9999,6.939,-6999,-6999,366.966,3.1,-6999,-6999,-6999,-6999
2007,0,306.58333,306,1400,0.304,26.25,235.7,1.832,0.435,0.435,0,191.068,-6999,15.417,-6999,91.408,34.5,5,19.2,15,0,11.622,86.18,366.875,3.015,1,7,352.4,1297.216,683.6,-6999,252.979,-9999,-9999,-9999,6.844,-6999,-6999,366.875,3.1,-6999,-6999,-6999,-6999
2007,0,306.60417,306,1430,0.297,26.96,244.1,0.894,0.28,0.28,0,182.871,-6999,17.065,-6999,75.791,34.85,5,19.9,15,0,10.834,86.171,367.38,3.172,1,7,306.8,1165.159,614.65,-6999,228.489,-9999,-9999,-9999,6.644,-6999,-6999,367.38,3.1,-6999,-6999,-6999,-6999
2007,0,306.62500,306,1500,0.357,26.85,245.2,2.003,0.182,0.182,0,154.007,-6999,10.753,-6999,52.724,34.8,5,20.5,15,0,10.689,86.164,366.835,3.156,1,7,256.3,1021.423,531.1,-6999,199.827,-9999,-9999,-9999,6.454,-6999,-6999,366.835,3.1,-6999,-6999,-6999,-6999
2007,0,306.64583,306,1530,0.303,26.815,286.3,2.048,-0.02,-0.02,0,113.537,-6999,5.957,-6999,24.401,34.25,5,21.1,15,0,11.054,86.158,366.444,3.137,1,7,195.5,841.753,434.2,-6999,164.84,-9999,-9999,-9999,6.682,-6999,-6999,366.444,3.1,-6999,-6999,-6999,-6999
2007,0,306.66667,306,1600,0.29,26.98,254.2,1.884,0.057,0.057,0,89.462,-6999,5.73,-6999,1.846,33,5,21.7,15,0,11.068,86.158,366.582,3.167,1,7,123.9,628.755,319.9,-6999,122.184,-9999,-9999,-9999,6.734,-6999,-6999,366.582,3.1,-6999,-6999,-6999,-6999
2007,0,306.68750,306,1630,0.234,26.85,246.6,1.588,-0.129,-0.129,0,56.96,-6999,6.704,-6999,-21.063,30.95,5,22.1,15,0,11.1,86.146,366.308,3.142,1,7,51.4,423.527,216.65,-6999,81.512,-9999,-9999,-9999,6.752,-6999,-6999,366.308,3.1,-6999,-6999,-6999,-6999
2007,0,306.70833,306,1700,0.327,25.9,292.2,2.514,-0.181,-0.181,0,26.645,-6999,-0.484,-6999,-32.232,28.6,5,22.4,15,0,11.892,86.138,365.834,2.944,1,8,-17.35,224.049,115.6,-6999,42.132,-9999,-9999,-9999,6.828,-6999,-6999,365.834,3.1,-6999,-6999,-6999,-6999
2007,0,306.72917,306,1730,0.212,24.035,325.9,2.362,-0.015,-0.015,0,-16.612,-6999,0.631,-6999,-56.246,26.4,5,22.65,15,0,13.201,86.165,365.51,2.595,0.5,7.5,-88.3,50.56,24.175,-6999,11.043,-9999,-9999,-9999,6.976,-6999,-6999,365.51,3.1,-6999,-6999,-6999,-6999
2007,0,306.75000,306,1800,0.097,21.65,341.3,2.032,0.069,0.069,0,-12.505,-6999,-0.494,-6999,-76.782,24.3,5,22.8,15,0,14.878,86.206,365.108,2.203,0,7,-108.3,-0.087,0.597,-6999,0.148,-9999,-9999,-9999,6.979,-6999,-6999,365.108,3.1,-6999,-6999,-6999,-6999
2007,0,306.77083,306,1830,0.138,19.9,33.31,1.086,-0.059,-0.059,0,1.59,-6999,-1.906,-6999,-85.092,22.6,5,22.75,15,0,16.674,86.247,365.187,1.936,0,8,-101.2,-0.946,0.269,-6999,0.223,-9999,-9999,-9999,6.93,-6999,-6999,365.187,3.1,-6999,-6999,-6999,-6999
